Title,Comment,Final Sentiment,Final Polarization
"risa vs. online gambling iginiit ni sen. risa hontiveros na hindi dapat gawing negosyo ang paninira ng buhay dahil sa online gambling sa pagdinig ng senado ukol dito ngayong huwebes, august 14. “‘wag nating gawin na tanging sukatan ang kita sa onlige sugal kung kapalit ay lalasunin ang pamilyang pilipino,” saad niya. noong july, ipinanukala ni hontiveros ang “kontra e-sugal act” na layuning i-restrict ang access sa online gambling sa electronic wallets at super applications. | via maeanne los baños panoorin ang live senate hearing sa link sa comments section.","di dapat negusyo .. dapat binibisyu lng daw ...","negative","non_polarized"
"risa vs. online gambling iginiit ni sen. risa hontiveros na hindi dapat gawing negosyo ang paninira ng buhay dahil sa online gambling sa pagdinig ng senado ukol dito ngayong huwebes, august 14. “‘wag nating gawin na tanging sukatan ang kita sa onlige sugal kung kapalit ay lalasunin ang pamilyang pilipino,” saad niya. noong july, ipinanukala ni hontiveros ang “kontra e-sugal act” na layuning i-restrict ang access sa online gambling sa electronic wallets at super applications. | via maeanne los baños panoorin ang live senate hearing sa link sa comments section.","tell this to yourself kasi parang kailangan na gawin mo ang sinabi mo","negative","partisan"
"risa vs. online gambling iginiit ni sen. risa hontiveros na hindi dapat gawing negosyo ang paninira ng buhay dahil sa online gambling sa pagdinig ng senado ukol dito ngayong huwebes, august 14. “‘wag nating gawin na tanging sukatan ang kita sa onlige sugal kung kapalit ay lalasunin ang pamilyang pilipino,” saad niya. noong july, ipinanukala ni hontiveros ang “kontra e-sugal act” na layuning i-restrict ang access sa online gambling sa electronic wallets at super applications. | via maeanne los baños panoorin ang live senate hearing sa link sa comments section.","kaya ka laging paldo risa eh wala ka ng ginawa kundi manghalulay ng buhay ng iba","negative","partisan"
"risa vs. online gambling iginiit ni sen. risa hontiveros na hindi dapat gawing negosyo ang paninira ng buhay dahil sa online gambling sa pagdinig ng senado ukol dito ngayong huwebes, august 14. “‘wag nating gawin na tanging sukatan ang kita sa onlige sugal kung kapalit ay lalasunin ang pamilyang pilipino,” saad niya. noong july, ipinanukala ni hontiveros ang “kontra e-sugal act” na layuning i-restrict ang access sa online gambling sa electronic wallets at super applications. | via maeanne los baños panoorin ang live senate hearing sa link sa comments section.","tama ka madam.","positive","non_polarized"
"risa vs. online gambling iginiit ni sen. risa hontiveros na hindi dapat gawing negosyo ang paninira ng buhay dahil sa online gambling sa pagdinig ng senado ukol dito ngayong huwebes, august 14. “‘wag nating gawin na tanging sukatan ang kita sa onlige sugal kung kapalit ay lalasunin ang pamilyang pilipino,” saad niya. noong july, ipinanukala ni hontiveros ang “kontra e-sugal act” na layuning i-restrict ang access sa online gambling sa electronic wallets at super applications. | via maeanne los baños panoorin ang live senate hearing sa link sa comments section.","ikaw lngnmn naninira virus","negative","partisan"
"risa vs. online gambling iginiit ni sen. risa hontiveros na hindi dapat gawing negosyo ang paninira ng buhay dahil sa online gambling sa pagdinig ng senado ukol dito ngayong huwebes, august 14. “‘wag nating gawin na tanging sukatan ang kita sa onlige sugal kung kapalit ay lalasunin ang pamilyang pilipino,” saad niya. noong july, ipinanukala ni hontiveros ang “kontra e-sugal act” na layuning i-restrict ang access sa online gambling sa electronic wallets at super applications. | via maeanne los baños panoorin ang live senate hearing sa link sa comments section.","hindi dapat gcash ang sisihin sa sugal nasa tao at sa operator yan hindi sa ewallet","negative","objective"
"risa vs. online gambling iginiit ni sen. risa hontiveros na hindi dapat gawing negosyo ang paninira ng buhay dahil sa online gambling sa pagdinig ng senado ukol dito ngayong huwebes, august 14. “‘wag nating gawin na tanging sukatan ang kita sa onlige sugal kung kapalit ay lalasunin ang pamilyang pilipino,” saad niya. noong july, ipinanukala ni hontiveros ang “kontra e-sugal act” na layuning i-restrict ang access sa online gambling sa electronic wallets at super applications. | via maeanne los baños panoorin ang live senate hearing sa link sa comments section.","ang gcash malaking tulong sa mga pamilya lalo na sa pagbabayad ng bills at padala :sparkles:","neutral","objective"
"risa vs. online gambling iginiit ni sen. risa hontiveros na hindi dapat gawing negosyo ang paninira ng buhay dahil sa online gambling sa pagdinig ng senado ukol dito ngayong huwebes, august 14. “‘wag nating gawin na tanging sukatan ang kita sa onlige sugal kung kapalit ay lalasunin ang pamilyang pilipino,” saad niya. noong july, ipinanukala ni hontiveros ang “kontra e-sugal act” na layuning i-restrict ang access sa online gambling sa electronic wallets at super applications. | via maeanne los baños panoorin ang live senate hearing sa link sa comments section.","ah.. kaya pala gigil na gigil sila sa paninira sa mga duterte .. ang galing talaga ng bugok na ito sa pagsisinungaling","negative","partisan"
"risa vs. online gambling iginiit ni sen. risa hontiveros na hindi dapat gawing negosyo ang paninira ng buhay dahil sa online gambling sa pagdinig ng senado ukol dito ngayong huwebes, august 14. “‘wag nating gawin na tanging sukatan ang kita sa onlige sugal kung kapalit ay lalasunin ang pamilyang pilipino,” saad niya. noong july, ipinanukala ni hontiveros ang “kontra e-sugal act” na layuning i-restrict ang access sa online gambling sa electronic wallets at super applications. | via maeanne los baños panoorin ang live senate hearing sa link sa comments section.","dakilang virus sa pilipinas!","negative","partisan"
"risa vs. online gambling iginiit ni sen. risa hontiveros na hindi dapat gawing negosyo ang paninira ng buhay dahil sa online gambling sa pagdinig ng senado ukol dito ngayong huwebes, august 14. “‘wag nating gawin na tanging sukatan ang kita sa onlige sugal kung kapalit ay lalasunin ang pamilyang pilipino,” saad niya. noong july, ipinanukala ni hontiveros ang “kontra e-sugal act” na layuning i-restrict ang access sa online gambling sa electronic wallets at super applications. | via maeanne los baños panoorin ang live senate hearing sa link sa comments section.","sabihan mo ang alipores mo!!!","negative","partisan"
"risa vs. online gambling iginiit ni sen. risa hontiveros na hindi dapat gawing negosyo ang paninira ng buhay dahil sa online gambling sa pagdinig ng senado ukol dito ngayong huwebes, august 14. “‘wag nating gawin na tanging sukatan ang kita sa onlige sugal kung kapalit ay lalasunin ang pamilyang pilipino,” saad niya. noong july, ipinanukala ni hontiveros ang “kontra e-sugal act” na layuning i-restrict ang access sa online gambling sa electronic wallets at super applications. | via maeanne los baños panoorin ang live senate hearing sa link sa comments section.","talamak.talamak buaya sa phealth...sino.magmalinis akala nya walang tinatago yan pala ryna sa health haha tanungin mo saliri mo.....takbo ka patungo nang davao...","negative","partisan"
"risa vs. online gambling iginiit ni sen. risa hontiveros na hindi dapat gawing negosyo ang paninira ng buhay dahil sa online gambling sa pagdinig ng senado ukol dito ngayong huwebes, august 14. “‘wag nating gawin na tanging sukatan ang kita sa onlige sugal kung kapalit ay lalasunin ang pamilyang pilipino,” saad niya. noong july, ipinanukala ni hontiveros ang “kontra e-sugal act” na layuning i-restrict ang access sa online gambling sa electronic wallets at super applications. | via maeanne los baños panoorin ang live senate hearing sa link sa comments section.","nangusog man ka kron inday risa gaplano jud dagway ka mo presidente kay ga praktiz kana man lupig nimo c bogitz milabaw ka gamay sa iyang utok","negative","partisan"
"risa vs. online gambling iginiit ni sen. risa hontiveros na hindi dapat gawing negosyo ang paninira ng buhay dahil sa online gambling sa pagdinig ng senado ukol dito ngayong huwebes, august 14. “‘wag nating gawin na tanging sukatan ang kita sa onlige sugal kung kapalit ay lalasunin ang pamilyang pilipino,” saad niya. noong july, ipinanukala ni hontiveros ang “kontra e-sugal act” na layuning i-restrict ang access sa online gambling sa electronic wallets at super applications. | via maeanne los baños panoorin ang live senate hearing sa link sa comments section.","daming d marunong mag fact check dto sa comm sec !! go philippines number one sa fake news!!","positive","partisan"
"risa vs. online gambling iginiit ni sen. risa hontiveros na hindi dapat gawing negosyo ang paninira ng buhay dahil sa online gambling sa pagdinig ng senado ukol dito ngayong huwebes, august 14. “‘wag nating gawin na tanging sukatan ang kita sa onlige sugal kung kapalit ay lalasunin ang pamilyang pilipino,” saad niya. noong july, ipinanukala ni hontiveros ang “kontra e-sugal act” na layuning i-restrict ang access sa online gambling sa electronic wallets at super applications. | via maeanne los baños panoorin ang live senate hearing sa link sa comments section.","bakit di mo sabihin yan kay santong kabayo!","negative","non_polarized"
"risa vs. online gambling iginiit ni sen. risa hontiveros na hindi dapat gawing negosyo ang paninira ng buhay dahil sa online gambling sa pagdinig ng senado ukol dito ngayong huwebes, august 14. “‘wag nating gawin na tanging sukatan ang kita sa onlige sugal kung kapalit ay lalasunin ang pamilyang pilipino,” saad niya. noong july, ipinanukala ni hontiveros ang “kontra e-sugal act” na layuning i-restrict ang access sa online gambling sa electronic wallets at super applications. | via maeanne los baños panoorin ang live senate hearing sa link sa comments section.","gawain mo yan hanggal, takot ka lang sa sarili mong multo","negative","partisan"
"risa vs. online gambling iginiit ni sen. risa hontiveros na hindi dapat gawing negosyo ang paninira ng buhay dahil sa online gambling sa pagdinig ng senado ukol dito ngayong huwebes, august 14. “‘wag nating gawin na tanging sukatan ang kita sa onlige sugal kung kapalit ay lalasunin ang pamilyang pilipino,” saad niya. noong july, ipinanukala ni hontiveros ang “kontra e-sugal act” na layuning i-restrict ang access sa online gambling sa electronic wallets at super applications. | via maeanne los baños panoorin ang live senate hearing sa link sa comments section.","hoy paliwanag mo muna yung mga tinago mong tao para siraan ang duterte at si quiboloy dami mo alam ng iingay ka pra mawala yung lumabs na testigong gawa gawa mo lihis issue","negative","partisan"
"risa vs. online gambling iginiit ni sen. risa hontiveros na hindi dapat gawing negosyo ang paninira ng buhay dahil sa online gambling sa pagdinig ng senado ukol dito ngayong huwebes, august 14. “‘wag nating gawin na tanging sukatan ang kita sa onlige sugal kung kapalit ay lalasunin ang pamilyang pilipino,” saad niya. noong july, ipinanukala ni hontiveros ang “kontra e-sugal act” na layuning i-restrict ang access sa online gambling sa electronic wallets at super applications. | via maeanne los baños panoorin ang live senate hearing sa link sa comments section.","she's talking in front of a mirror","negative","partisan"
"risa vs. online gambling iginiit ni sen. risa hontiveros na hindi dapat gawing negosyo ang paninira ng buhay dahil sa online gambling sa pagdinig ng senado ukol dito ngayong huwebes, august 14. “‘wag nating gawin na tanging sukatan ang kita sa onlige sugal kung kapalit ay lalasunin ang pamilyang pilipino,” saad niya. noong july, ipinanukala ni hontiveros ang “kontra e-sugal act” na layuning i-restrict ang access sa online gambling sa electronic wallets at super applications. | via maeanne los baños panoorin ang live senate hearing sa link sa comments section.","luslus nimo philhealth diay kumusta?","negative","partisan"
